File,aid,Date,0,1
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012038_aid0001,aid0001,2012-02-07,21130,139993
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012039_aid0001,aid0001,2012-02-08,23999,141268
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012040_aid0001,aid0001,2012-02-09,24598,143791
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012041_aid0001,aid0001,2012-02-10,27997,143364
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012042_aid0001,aid0001,2012-02-11,47717,135835
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012043_aid0001,aid0001,2012-02-12,45193,138515
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012044_aid0001,aid0001,2012-02-13,33752,142288
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012045_aid0001,aid0001,2012-02-14,38589,146788
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012046_aid0001,aid0001,2012-02-15,46099,136787
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012047_aid0001,aid0001,2012-02-16,44397,141493
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012048_aid0001,aid0001,2012-02-17,56922,141668
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012049_aid0001,aid0001,2012-02-18,56528,149929
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012050_aid0001,aid0001,2012-02-19,61499,128558
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012051_aid0001,aid0001,2012-02-20,74488,123335
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012052_aid0001,aid0001,2012-02-21,78184,125723
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012053_aid0001,aid0001,2012-02-22,90716,120128
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012054_aid0001,aid0001,2012-02-23,99376,105075
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012055_aid0001,aid0001,2012-02-24,109391,109573
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012056_aid0001,aid0001,2012-02-25,117329,92476
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012057_aid0001,aid0001,2012-02-26,127338,82632
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012058_aid0001,aid0001,2012-02-27,114057,105396
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012059_aid0001,aid0001,2012-02-28,121990,92949
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012060_aid0001,aid0001,2012-02-29,121130,101011
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012061_aid0001,aid0001,2012-03-01,120725,99874
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012062_aid0001,aid0001,2012-03-02,122162,94603
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012063_aid0001,aid0001,2012-03-03,128122,87990
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012064_aid0001,aid0001,2012-03-04,126553,87404
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012065_aid0001,aid0001,2012-03-05,126207,83277
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012066_aid0001,aid0001,2012-03-06,134687,77665
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012067_aid0001,aid0001,2012-03-07,138123,77634
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012068_aid0001,aid0001,2012-03-08,142348,72994
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012069_aid0001,aid0001,2012-03-09,143397,73040
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012070_aid0001,aid0001,2012-03-10,139666,77821
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012071_aid0001,aid0001,2012-03-11,135439,80989
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012072_aid0001,aid0001,2012-03-12,130917,84949
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012073_aid0001,aid0001,2012-03-13,128861,90310
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012074_aid0001,aid0001,2012-03-14,137631,88164
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012075_aid0001,aid0001,2012-03-15,142335,79455
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012076_aid0001,aid0001,2012-03-16,145505,80023
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012077_aid0001,aid0001,2012-03-17,150917,72091
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012078_aid0001,aid0001,2012-03-18,149899,72186
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012079_aid0001,aid0001,2012-03-19,147352,72463
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012080_aid0001,aid0001,2012-03-20,149814,71980
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012081_aid0001,aid0001,2012-03-21,158833,69913
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012082_aid0001,aid0001,2012-03-22,161818,65698
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012083_aid0001,aid0001,2012-03-23,159096,66540
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012084_aid0001,aid0001,2012-03-24,160071,65604
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012085_aid0001,aid0001,2012-03-25,156848,64520
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012086_aid0001,aid0001,2012-03-26,161131,62903
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012087_aid0001,aid0001,2012-03-27,161319,61619
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012088_aid0001,aid0001,2012-03-28,159434,63004
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012089_aid0001,aid0001,2012-03-29,162445,58635
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012090_aid0001,aid0001,2012-03-30,156228,62451
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012091_aid0001,aid0001,2012-03-31,154913,62956
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012092_aid0001,aid0001,2012-04-01,147783,64658
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012093_aid0001,aid0001,2012-04-02,145007,66191
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012094_aid0001,aid0001,2012-04-03,144082,66843
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012095_aid0001,aid0001,2012-04-04,137191,69101
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012096_aid0001,aid0001,2012-04-05,128000,72799
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012097_aid0001,aid0001,2012-04-06,63292,120436
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012098_aid0001,aid0001,2012-04-07,32936,144165
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012099_aid0001,aid0001,2012-04-08,13624,154913
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012100_aid0001,aid0001,2012-04-09,2889,155597
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012101_aid0001,aid0001,2012-04-10,4892,150812
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012102_aid0001,aid0001,2012-04-11,4841,42105
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012103_aid0001,aid0001,2012-04-12,4833,41247
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012104_aid0001,aid0001,2012-04-13,5229,43067
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012105_aid0001,aid0001,2012-04-14,6896,42292
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012106_aid0001,aid0001,2012-04-15,9164,48929
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012107_aid0001,aid0001,2012-04-16,9132,64743
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012108_aid0001,aid0001,2012-04-17,3524,71026
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012109_aid0001,aid0001,2012-04-18,2481,61151
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012110_aid0001,aid0001,2012-04-19,2667,100334
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012111_aid0001,aid0001,2012-04-20,7335,107957
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012112_aid0001,aid0001,2012-04-21,13608,111204
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012113_aid0001,aid0001,2012-04-22,21420,121340
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012114_aid0001,aid0001,2012-04-23,24208,121180
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012115_aid0001,aid0001,2012-04-24,24450,120831
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012116_aid0001,aid0001,2012-04-25,26957,120758
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012117_aid0001,aid0001,2012-04-26,39808,109461
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012118_aid0001,aid0001,2012-04-27,52400,109449
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012119_aid0001,aid0001,2012-04-28,54635,109366
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012120_aid0001,aid0001,2012-04-29,55464,107925
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012121_aid0001,aid0001,2012-04-30,58421,107575
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012122_aid0001,aid0001,2012-05-01,51630,112335
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012123_aid0001,aid0001,2012-05-02,50399,111967
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012124_aid0001,aid0001,2012-05-03,67528,96895
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012125_aid0001,aid0001,2012-05-04,77151,97784
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012126_aid0001,aid0001,2012-05-05,71624,97854
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012127_aid0001,aid0001,2012-05-06,66780,103419
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012128_aid0001,aid0001,2012-05-07,77385,112068
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012129_aid0001,aid0001,2012-05-08,57132,132809
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012130_aid0001,aid0001,2012-05-09,59558,130189
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012131_aid0001,aid0001,2012-05-10,132275,68877
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012132_aid0001,aid0001,2012-05-11,132378,70065
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012133_aid0001,aid0001,2012-05-12,131876,70431
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012134_aid0001,aid0001,2012-05-13,129324,71506
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012135_aid0001,aid0001,2012-05-14,128088,72384
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012136_aid0001,aid0001,2012-05-15,128482,71514
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012137_aid0001,aid0001,2012-05-16,126204,70765
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012138_aid0001,aid0001,2012-05-17,139414,60330
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012139_aid0001,aid0001,2012-05-18,145545,57323
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012140_aid0001,aid0001,2012-05-19,149051,55519
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012141_aid0001,aid0001,2012-05-20,145793,58320
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012142_aid0001,aid0001,2012-05-21,147098,59081
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012143_aid0001,aid0001,2012-05-22,148619,56594
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012144_aid0001,aid0001,2012-05-23,144972,55713
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012145_aid0001,aid0001,2012-05-24,143664,55129
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012146_aid0001,aid0001,2012-05-25,143833,55045
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012147_aid0001,aid0001,2012-05-26,146573,60972
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012148_aid0001,aid0001,2012-05-27,145557,61025
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012149_aid0001,aid0001,2012-05-28,145794,60624
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012150_aid0001,aid0001,2012-05-29,152866,59992
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012151_aid0001,aid0001,2012-05-30,152600,60000
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012152_aid0001,aid0001,2012-05-31,154645,58893
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012153_aid0001,aid0001,2012-06-01,153647,59694
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012154_aid0001,aid0001,2012-06-02,136928,75344
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012155_aid0001,aid0001,2012-06-03,129457,79932
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012156_aid0001,aid0001,2012-06-04,116164,92768
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012157_aid0001,aid0001,2012-06-05,112428,96385
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012158_aid0001,aid0001,2012-06-06,104000,104711
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012159_aid0001,aid0001,2012-06-07,105410,104652
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012160_aid0001,aid0001,2012-06-08,106656,105860
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012161_aid0001,aid0001,2012-06-09,151497,70584
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012162_aid0001,aid0001,2012-06-10,164180,62246
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012163_aid0001,aid0001,2012-06-11,151970,66979
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012164_aid0001,aid0001,2012-06-12,153432,66008
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012165_aid0001,aid0001,2012-06-13,152050,67461
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012166_aid0001,aid0001,2012-06-14,150296,64294
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012167_aid0001,aid0001,2012-06-15,156398,64441
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012168_aid0001,aid0001,2012-06-16,162041,63052
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012169_aid0001,aid0001,2012-06-17,161941,63181
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012170_aid0001,aid0001,2012-06-18,162674,62162
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012171_aid0001,aid0001,2012-06-19,161758,63097
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012172_aid0001,aid0001,2012-06-20,175650,53089
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012173_aid0001,aid0001,2012-06-21,176665,52456
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012174_aid0001,aid0001,2012-06-22,180014,51380
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012175_aid0001,aid0001,2012-06-23,181964,52010
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012176_aid0001,aid0001,2012-06-24,178949,54391
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012177_aid0001,aid0001,2012-06-25,160222,67898
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012178_aid0001,aid0001,2012-06-26,148087,75065
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012179_aid0001,aid0001,2012-06-27,94511,127945
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012180_aid0001,aid0001,2012-06-28,93708,127696
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012181_aid0001,aid0001,2012-06-29,92954,128304
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012182_aid0001,aid0001,2012-06-30,93597,129490
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012183_aid0001,aid0001,2012-07-01,82266,134304
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012184_aid0001,aid0001,2012-07-02,58728,157866
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012185_aid0001,aid0001,2012-07-03,61870,155494
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012186_aid0001,aid0001,2012-07-04,71349,146877
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012187_aid0001,aid0001,2012-07-05,76918,153924
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012188_aid0001,aid0001,2012-07-06,51690,174618
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012189_aid0001,aid0001,2012-07-07,54069,174047
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012190_aid0001,aid0001,2012-07-08,49853,174760
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012191_aid0001,aid0001,2012-07-09,55442,164365
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012192_aid0001,aid0001,2012-07-10,64558,164586
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012193_aid0001,aid0001,2012-07-11,163973,84305
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012194_aid0001,aid0001,2012-07-12,165695,82500
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012195_aid0001,aid0001,2012-07-13,166381,81844
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012196_aid0001,aid0001,2012-07-14,165710,82478
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012197_aid0001,aid0001,2012-07-15,173118,75327
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012198_aid0001,aid0001,2012-07-16,191943,58706
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012199_aid0001,aid0001,2012-07-17,207119,44157
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012200_aid0001,aid0001,2012-07-18,214149,37252
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012201_aid0001,aid0001,2012-07-19,219567,33534
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012202_aid0001,aid0001,2012-07-20,229560,25486
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012203_aid0001,aid0001,2012-07-21,227877,26800
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012204_aid0001,aid0001,2012-07-22,228221,26582
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012205_aid0001,aid0001,2012-07-23,228532,26298
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012206_aid0001,aid0001,2012-07-24,229725,25622
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012207_aid0001,aid0001,2012-07-25,230260,25290
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012208_aid0001,aid0001,2012-07-26,229645,25693
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012209_aid0001,aid0001,2012-07-27,216207,36009
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012210_aid0001,aid0001,2012-07-28,216017,36258
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012211_aid0001,aid0001,2012-07-29,216056,36321
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012212_aid0001,aid0001,2012-07-30,214888,37414
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012213_aid0001,aid0001,2012-07-31,224128,30387
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012214_aid0001,aid0001,2012-08-01,223812,31204
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012215_aid0001,aid0001,2012-08-02,220802,33669
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012216_aid0001,aid0001,2012-08-03,223279,31694
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012217_aid0001,aid0001,2012-08-04,221094,34189
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012218_aid0001,aid0001,2012-08-05,183514,70469
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012219_aid0001,aid0001,2012-08-06,184357,69709
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012220_aid0001,aid0001,2012-08-07,185317,68898
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012221_aid0001,aid0001,2012-08-08,187213,67462
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012222_aid0001,aid0001,2012-08-09,186868,67606
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012223_aid0001,aid0001,2012-08-10,197373,58414
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012224_aid0001,aid0001,2012-08-11,203504,53064
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012225_aid0001,aid0001,2012-08-12,240000,18061
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012226_aid0001,aid0001,2012-08-13,241016,17158
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012227_aid0001,aid0001,2012-08-14,243266,15127
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012228_aid0001,aid0001,2012-08-15,243156,15242
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012229_aid0001,aid0001,2012-08-16,240637,17570
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012230_aid0001,aid0001,2012-08-17,238066,19941
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012231_aid0001,aid0001,2012-08-18,238018,19935
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012232_aid0001,aid0001,2012-08-19,239421,18247
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012233_aid0001,aid0001,2012-08-20,240447,17068
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012234_aid0001,aid0001,2012-08-21,241647,16134
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012235_aid0001,aid0001,2012-08-22,240212,17333
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012236_aid0001,aid0001,2012-08-23,241480,16245
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012237_aid0001,aid0001,2012-08-24,240810,16596
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012238_aid0001,aid0001,2012-08-25,239992,17238
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012239_aid0001,aid0001,2012-08-26,237132,19489
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012240_aid0001,aid0001,2012-08-27,233207,22457
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012241_aid0001,aid0001,2012-08-28,170601,81031
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012242_aid0001,aid0001,2012-08-29,145836,103919
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012243_aid0001,aid0001,2012-08-30,121171,129698
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012244_aid0001,aid0001,2012-08-31,137516,112634
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012245_aid0001,aid0001,2012-09-01,200467,49737
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012246_aid0001,aid0001,2012-09-02,222737,28011
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012247_aid0001,aid0001,2012-09-03,225036,26406
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012248_aid0001,aid0001,2012-09-04,224388,27522
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012249_aid0001,aid0001,2012-09-05,202356,48401
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012250_aid0001,aid0001,2012-09-06,202634,48453
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012251_aid0001,aid0001,2012-09-07,193164,59112
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012252_aid0001,aid0001,2012-09-08,205043,48476
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012253_aid0001,aid0001,2012-09-09,208636,45814
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012254_aid0001,aid0001,2012-09-10,209381,45354
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012255_aid0001,aid0001,2012-09-11,210633,44016
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012256_aid0001,aid0001,2012-09-12,209066,43634
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012257_aid0001,aid0001,2012-09-13,234758,16155
BRDF_Albedo_Band_Mandatory_Quality_Band2_2012258_aid0001,aid0001,2012-09-14,235743,15226
