File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MCD43A4_061_Nadir_Reflectance_Band2_doy2012155_aid0001,Nadir_Reflectance_Band2,aid0001,2012-06-03,209389.0,0.0,0.987,"(0.0,0.987)",0.3481413,0.0933738,0.0087187,0.4092,0.5638,0.366,0.1515,0.3061
MCD43A4_061_Nadir_Reflectance_Band2_doy2012156_aid0001,Nadir_Reflectance_Band2,aid0001,2012-06-04,208932.0,0.0,0.9897,"(0.0,0.9897)",0.3497274,0.0939763,0.0088315,0.411,0.5664,0.3676,0.1518,0.3073
MCD43A4_061_Nadir_Reflectance_Band2_doy2012157_aid0001,Nadir_Reflectance_Band2,aid0001,2012-06-05,208813.0,0.0,0.9923,"(0.0,0.9923)",0.3500142,0.0940021,0.0088364,0.4111,0.5665,0.3678,0.1519,0.3074
MCD43A4_061_Nadir_Reflectance_Band2_doy2012158_aid0001,Nadir_Reflectance_Band2,aid0001,2012-06-06,208711.0,0.0,0.9947,"(0.0,0.9947)",0.3505883,0.0938899,0.0088153,0.4115,0.5669,0.3679,0.1523,0.3078
MCD43A4_061_Nadir_Reflectance_Band2_doy2012159_aid0001,Nadir_Reflectance_Band2,aid0001,2012-06-07,210062.0,0.0,0.9369,"(0.0,0.9369)",0.3510612,0.0939709,0.0088305,0.4112,0.564,0.3681,0.1562,0.3092
MCD43A4_061_Nadir_Reflectance_Band2_doy2012160_aid0001,Nadir_Reflectance_Band2,aid0001,2012-06-08,212516.0,0.0,0.9378,"(0.0,0.9378)",0.3511636,0.0921254,0.0084871,0.4094,0.5574,0.3677,0.1627,0.3107
MCD43A4_061_Nadir_Reflectance_Band2_doy2012161_aid0001,Nadir_Reflectance_Band2,aid0001,2012-06-09,222081.0,0.0,0.9759,"(0.0,0.9759)",0.3527913,0.0924124,0.0085401,0.4103,0.5588,0.3684,0.1626,0.3112
MCD43A4_061_Nadir_Reflectance_Band2_doy2012162_aid0001,Nadir_Reflectance_Band2,aid0001,2012-06-10,226426.0,0.0,0.9767,"(0.0,0.9767)",0.3483657,0.0898023,0.0080645,0.4036,0.5446,0.3641,0.1686,0.3096
MCD43A4_061_Nadir_Reflectance_Band2_doy2012163_aid0001,Nadir_Reflectance_Band2,aid0001,2012-06-11,218949.0,0.0,0.9773,"(0.0,0.9773)",0.3469607,0.0881875,0.007777,0.4028,0.5424,0.364,0.1701,0.3097
MCD43A4_061_Nadir_Reflectance_Band2_doy2012164_aid0001,Nadir_Reflectance_Band2,aid0001,2012-06-12,219440.0,0.0,0.9779,"(0.0,0.9779)",0.3467988,0.0878843,0.0077236,0.4024,0.5414,0.3638,0.1708,0.3097
MCD43A4_061_Nadir_Reflectance_Band2_doy2012165_aid0001,Nadir_Reflectance_Band2,aid0001,2012-06-13,219511.0,0.0,0.9785,"(0.0,0.9785)",0.3467526,0.0878423,0.0077163,0.4023,0.5412,0.3638,0.1708,0.3097
MCD43A4_061_Nadir_Reflectance_Band2_doy2012166_aid0001,Nadir_Reflectance_Band2,aid0001,2012-06-14,214590.0,0.0,0.979,"(0.0,0.979)",0.3482952,0.0872447,0.0076116,0.4025,0.5357,0.3653,0.1803,0.3136
MCD43A4_061_Nadir_Reflectance_Band2_doy2012167_aid0001,Nadir_Reflectance_Band2,aid0001,2012-06-15,220839.0,0.0,0.9793,"(0.0,0.9793)",0.347264,0.0866053,0.0075005,0.4008,0.5326,0.3643,0.1811,0.3129
MCD43A4_061_Nadir_Reflectance_Band2_doy2012168_aid0001,Nadir_Reflectance_Band2,aid0001,2012-06-16,225093.0,0.0,0.959,"(0.0,0.959)",0.3476101,0.0866638,0.0075106,0.4009,0.533,0.3642,0.1807,0.3128
MCD43A4_061_Nadir_Reflectance_Band2_doy2012169_aid0001,Nadir_Reflectance_Band2,aid0001,2012-06-17,225122.0,0.0,0.9608,"(0.0,0.9608)",0.3474839,0.0866637,0.0075106,0.4008,0.5327,0.3641,0.1808,0.3128
MCD43A4_061_Nadir_Reflectance_Band2_doy2012170_aid0001,Nadir_Reflectance_Band2,aid0001,2012-06-18,224836.0,0.0,0.9625,"(0.0,0.9625)",0.3473827,0.0864083,0.0074664,0.4007,0.5325,0.3641,0.181,0.3128
MCD43A4_061_Nadir_Reflectance_Band2_doy2012171_aid0001,Nadir_Reflectance_Band2,aid0001,2012-06-19,224855.0,0.0,0.964,"(0.0,0.964)",0.347277,0.0862203,0.0074339,0.4003,0.5312,0.364,0.1821,0.313
MCD43A4_061_Nadir_Reflectance_Band2_doy2012172_aid0001,Nadir_Reflectance_Band2,aid0001,2012-06-20,228739.0,0.0,0.9655,"(0.0,0.9655)",0.3471156,0.0862431,0.0074379,0.3998,0.5309,0.3635,0.1813,0.3124
MCD43A4_061_Nadir_Reflectance_Band2_doy2012173_aid0001,Nadir_Reflectance_Band2,aid0001,2012-06-21,229121.0,0.0,0.9668,"(0.0,0.9668)",0.3468702,0.0855841,0.0073246,0.399,0.5282,0.3633,0.1833,0.3127
MCD43A4_061_Nadir_Reflectance_Band2_doy2012174_aid0001,Nadir_Reflectance_Band2,aid0001,2012-06-22,231394.0,0.0,0.9679,"(0.0,0.9679)",0.3456425,0.0845735,0.0071527,0.3965,0.5224,0.3618,0.1866,0.312525
MCD43A4_061_Nadir_Reflectance_Band2_doy2012175_aid0001,Nadir_Reflectance_Band2,aid0001,2012-06-23,233974.0,0.0,0.9697,"(0.0,0.9697)",0.344014,0.0829081,0.0068737,0.3937,0.5169,0.3595,0.1882,0.3115
MCD43A4_061_Nadir_Reflectance_Band2_doy2012176_aid0001,Nadir_Reflectance_Band2,aid0001,2012-06-24,233340.0,0.0,0.9674,"(0.0,0.9674)",0.3438161,0.0824446,0.0067971,0.3928,0.514,0.359,0.1908,0.312
MCD43A4_061_Nadir_Reflectance_Band2_doy2012177_aid0001,Nadir_Reflectance_Band2,aid0001,2012-06-25,228120.0,0.0,0.967,"(0.0,0.967)",0.3425373,0.0815004,0.0066423,0.3914,0.5108,0.3582,0.1924,0.3118
MCD43A4_061_Nadir_Reflectance_Band2_doy2012178_aid0001,Nadir_Reflectance_Band2,aid0001,2012-06-26,223152.0,0.0,0.9664,"(0.0,0.9664)",0.343555,0.08076,0.0065222,0.3912,0.5071,0.3586,0.198,0.3139
MCD43A4_061_Nadir_Reflectance_Band2_doy2012179_aid0001,Nadir_Reflectance_Band2,aid0001,2012-06-27,222456.0,0.0,0.9657,"(0.0,0.9657)",0.3435423,0.0809923,0.0065598,0.3913,0.5072,0.3588,0.1981,0.314
MCD43A4_061_Nadir_Reflectance_Band2_doy2012180_aid0001,Nadir_Reflectance_Band2,aid0001,2012-06-28,221404.0,0.0,0.9626,"(0.0,0.9626)",0.3434536,0.081086,0.0065749,0.3912,0.5068,0.3586,0.1985,0.3141
MCD43A4_061_Nadir_Reflectance_Band2_doy2012181_aid0001,Nadir_Reflectance_Band2,aid0001,2012-06-29,221258.0,0.0,0.9593,"(0.0,0.9593)",0.3430891,0.0809604,0.0065546,0.3908,0.5063,0.3583,0.1983,0.3138
MCD43A4_061_Nadir_Reflectance_Band2_doy2012182_aid0001,Nadir_Reflectance_Band2,aid0001,2012-06-30,223087.0,0.0,0.8923,"(0.0,0.8923)",0.3424108,0.0814864,0.00664,0.3902,0.5061,0.3573,0.197,0.3129
MCD43A4_061_Nadir_Reflectance_Band2_doy2012183_aid0001,Nadir_Reflectance_Band2,aid0001,2012-07-01,216570.0,0.0,0.8886,"(0.0,0.8886)",0.3424615,0.0816795,0.0066715,0.3901,0.5053,0.3569,0.1981,0.3133
MCD43A4_061_Nadir_Reflectance_Band2_doy2012184_aid0001,Nadir_Reflectance_Band2,aid0001,2012-07-02,216594.0,0.0,0.8894,"(0.0,0.8894)",0.3420959,0.0818368,0.0066973,0.39,0.5058,0.3564,0.197,0.3128
MCD43A4_061_Nadir_Reflectance_Band2_doy2012185_aid0001,Nadir_Reflectance_Band2,aid0001,2012-07-03,217364.0,0.0,0.8913,"(0.0,0.8913)",0.341829,0.0823204,0.0067767,0.3901,0.5071,0.3558,0.1949,0.312
MCD43A4_061_Nadir_Reflectance_Band2_doy2012186_aid0001,Nadir_Reflectance_Band2,aid0001,2012-07-04,218226.0,0.0,0.8932,"(0.0,0.8932)",0.3418988,0.0825609,0.0068163,0.3902,0.5078,0.3558,0.1942,0.3118
MCD43A4_061_Nadir_Reflectance_Band2_doy2012187_aid0001,Nadir_Reflectance_Band2,aid0001,2012-07-05,230842.0,0.0,0.8747,"(0.0,0.8747)",0.34028,0.0821386,0.0067468,0.3893,0.5105,0.3539,0.1873,0.3085
MCD43A4_061_Nadir_Reflectance_Band2_doy2012188_aid0001,Nadir_Reflectance_Band2,aid0001,2012-07-06,226308.0,0.0,0.8052,"(0.0,0.8052)",0.3401778,0.0816289,0.0066633,0.3892,0.5098,0.3539,0.1882,0.3088
MCD43A4_061_Nadir_Reflectance_Band2_doy2012189_aid0001,Nadir_Reflectance_Band2,aid0001,2012-07-07,228116.0,0.0,0.8055,"(0.0,0.8055)",0.3403933,0.0833376,0.0069452,0.3907,0.5146,0.3541,0.1842,0.3081
MCD43A4_061_Nadir_Reflectance_Band2_doy2012190_aid0001,Nadir_Reflectance_Band2,aid0001,2012-07-08,224613.0,0.0,0.994,"(0.0,0.994)",0.3422296,0.0850948,0.0072411,0.3942,0.5229,0.3553,0.1797,0.3084
MCD43A4_061_Nadir_Reflectance_Band2_doy2012191_aid0001,Nadir_Reflectance_Band2,aid0001,2012-07-09,219807.0,0.0,0.9466,"(0.0,0.9466)",0.3439666,0.0888071,0.0078867,0.3988,0.5374,0.3568,0.1678,0.3064
MCD43A4_061_Nadir_Reflectance_Band2_doy2012192_aid0001,Nadir_Reflectance_Band2,aid0001,2012-07-10,229144.0,0.0,0.945,"(0.0,0.945)",0.3414961,0.0869896,0.0075672,0.3951,0.5296,0.3545,0.171,0.3054
MCD43A4_061_Nadir_Reflectance_Band2_doy2012193_aid0001,Nadir_Reflectance_Band2,aid0001,2012-07-11,248278.0,0.0,0.9433,"(0.0,0.9433)",0.3408804,0.0862696,0.0074424,0.3943,0.5315,0.3528,0.1656,0.3028
MCD43A4_061_Nadir_Reflectance_Band2_doy2012194_aid0001,Nadir_Reflectance_Band2,aid0001,2012-07-12,248195.0,0.0,0.9414,"(0.0,0.9414)",0.3404668,0.0862091,0.007432,0.3938,0.5309,0.3525,0.1653,0.3024
MCD43A4_061_Nadir_Reflectance_Band2_doy2012195_aid0001,Nadir_Reflectance_Band2,aid0001,2012-07-13,248225.0,0.0,0.9395,"(0.0,0.9395)",0.3401302,0.0861071,0.0074144,0.3934,0.5303,0.3521,0.1652,0.3021
MCD43A4_061_Nadir_Reflectance_Band2_doy2012196_aid0001,Nadir_Reflectance_Band2,aid0001,2012-07-14,248188.0,0.0,0.9375,"(0.0,0.9375)",0.3401058,0.0862125,0.0074326,0.3934,0.5303,0.3521,0.1652,0.3021
MCD43A4_061_Nadir_Reflectance_Band2_doy2012197_aid0001,Nadir_Reflectance_Band2,aid0001,2012-07-15,248445.0,0.0,0.9396,"(0.0,0.9396)",0.3397768,0.086168,0.0074249,0.3932,0.5306,0.3517,0.1642,0.3016
MCD43A4_061_Nadir_Reflectance_Band2_doy2012198_aid0001,Nadir_Reflectance_Band2,aid0001,2012-07-16,250649.0,0.0,0.9998,"(0.0,0.9998)",0.3376935,0.0855086,0.0073117,0.391,0.5281,0.3498,0.1625,0.2996
MCD43A4_061_Nadir_Reflectance_Band2_doy2012199_aid0001,Nadir_Reflectance_Band2,aid0001,2012-07-17,251276.0,0.0,0.996,"(0.0,0.996)",0.3346356,0.0843637,0.0071172,0.3872,0.5219,0.3473,0.1627,0.2974
MCD43A4_061_Nadir_Reflectance_Band2_doy2012200_aid0001,Nadir_Reflectance_Band2,aid0001,2012-07-18,251401.0,0.0,0.9921,"(0.0,0.9921)",0.3343318,0.0840826,0.0070699,0.387,0.5217,0.347,0.1623,0.2971
MCD43A4_061_Nadir_Reflectance_Band2_doy2012201_aid0001,Nadir_Reflectance_Band2,aid0001,2012-07-19,253101.0,0.0,0.9878,"(0.0,0.9878)",0.3310259,0.0836573,0.0069985,0.3835,0.5176,0.3447,0.16,0.2941
MCD43A4_061_Nadir_Reflectance_Band2_doy2012202_aid0001,Nadir_Reflectance_Band2,aid0001,2012-07-20,255046.0,0.0,0.9833,"(0.0,0.9833)",0.331221,0.083835,0.0070283,0.3838,0.519,0.3445,0.1578,0.2934
MCD43A4_061_Nadir_Reflectance_Band2_doy2012203_aid0001,Nadir_Reflectance_Band2,aid0001,2012-07-21,254677.0,0.0,0.9788,"(0.0,0.9788)",0.3308493,0.0838789,0.0070357,0.3833,0.5184,0.3443,0.1581,0.2932
MCD43A4_061_Nadir_Reflectance_Band2_doy2012204_aid0001,Nadir_Reflectance_Band2,aid0001,2012-07-22,254803.0,0.0,0.974,"(0.0,0.974)",0.3304586,0.0837027,0.0070061,0.3828,0.5175,0.3438,0.1581,0.2929
MCD43A4_061_Nadir_Reflectance_Band2_doy2012205_aid0001,Nadir_Reflectance_Band2,aid0001,2012-07-23,254830.0,0.0,0.9727,"(0.0,0.9727)",0.3291647,0.0833659,0.0069499,0.3815,0.5164,0.3426,0.1565,0.2915
MCD43A4_061_Nadir_Reflectance_Band2_doy2012206_aid0001,Nadir_Reflectance_Band2,aid0001,2012-07-24,255347.0,0.0,0.9752,"(0.0,0.9752)",0.3275648,0.0836596,0.0069989,0.3801,0.5157,0.3414,0.1539,0.2896
MCD43A4_061_Nadir_Reflectance_Band2_doy2012207_aid0001,Nadir_Reflectance_Band2,aid0001,2012-07-25,255550.0,0.0,0.9591,"(0.0,0.9591)",0.3265983,0.0835928,0.0069878,0.3794,0.5156,0.3407,0.1524,0.2886
MCD43A4_061_Nadir_Reflectance_Band2_doy2012208_aid0001,Nadir_Reflectance_Band2,aid0001,2012-07-26,255338.0,0.0,0.9538,"(0.0,0.9538)",0.325517,0.0836868,0.0070035,0.3786,0.5158,0.3399,0.1499,0.2871
MCD43A4_061_Nadir_Reflectance_Band2_doy2012209_aid0001,Nadir_Reflectance_Band2,aid0001,2012-07-27,252216.0,0.0,0.898,"(0.0,0.898)",0.3250217,0.083214,0.0069246,0.3781,0.5138,0.3396,0.1519,0.2876
MCD43A4_061_Nadir_Reflectance_Band2_doy2012210_aid0001,Nadir_Reflectance_Band2,aid0001,2012-07-28,252275.0,0.0,0.8594,"(0.0,0.8594)",0.3241387,0.0833221,0.0069426,0.3775,0.514,0.3388,0.15,0.2865
MCD43A4_061_Nadir_Reflectance_Band2_doy2012211_aid0001,Nadir_Reflectance_Band2,aid0001,2012-07-29,252377.0,0.0,0.8554,"(0.0,0.8554)",0.3237283,0.0833747,0.0069513,0.3771,0.5136,0.3384,0.1496,0.2861
MCD43A4_061_Nadir_Reflectance_Band2_doy2012212_aid0001,Nadir_Reflectance_Band2,aid0001,2012-07-30,252302.0,0.0,0.8374,"(0.0,0.8374)",0.3231577,0.0833824,0.0069526,0.3766,0.5135,0.3378,0.1484,0.2853
MCD43A4_061_Nadir_Reflectance_Band2_doy2012213_aid0001,Nadir_Reflectance_Band2,aid0001,2012-07-31,254515.0,0.0,0.8378,"(0.0,0.8378)",0.3216246,0.0838342,0.0070282,0.3756,0.5143,0.3366,0.1444,0.2831
MCD43A4_061_Nadir_Reflectance_Band2_doy2012214_aid0001,Nadir_Reflectance_Band2,aid0001,2012-08-01,255016.0,0.0,0.8381,"(0.0,0.8381)",0.3198693,0.0843215,0.0071101,0.3748,0.516,0.3349,0.1391,0.2805
MCD43A4_061_Nadir_Reflectance_Band2_doy2012215_aid0001,Nadir_Reflectance_Band2,aid0001,2012-08-02,254471.0,0.0,0.8384,"(0.0,0.8384)",0.3195215,0.0850708,0.007237,0.3753,0.5196,0.3342,0.1348,0.2791
MCD43A4_061_Nadir_Reflectance_Band2_doy2012216_aid0001,Nadir_Reflectance_Band2,aid0001,2012-08-03,254973.0,0.0,0.8361,"(0.0,0.8361)",0.3185955,0.0852195,0.0072624,0.3747,0.52,0.3335,0.1322,0.2777
MCD43A4_061_Nadir_Reflectance_Band2_doy2012217_aid0001,Nadir_Reflectance_Band2,aid0001,2012-08-04,255283.0,0.0,0.9424,"(0.0,0.9424)",0.317233,0.0868184,0.0075374,0.375,0.5264,0.3316,0.1227,0.27405
MCD43A4_061_Nadir_Reflectance_Band2_doy2012218_aid0001,Nadir_Reflectance_Band2,aid0001,2012-08-05,253983.0,0.0,0.7981,"(0.0,0.7981)",0.316351,0.0867023,0.0075173,0.3738,0.5234,0.3312,0.1243,0.274
MCD43A4_061_Nadir_Reflectance_Band2_doy2012219_aid0001,Nadir_Reflectance_Band2,aid0001,2012-08-06,254066.0,0.0,0.7959,"(0.0,0.7959)",0.3158201,0.0868428,0.0075417,0.3732,0.5229,0.3305,0.1237,0.2734
MCD43A4_061_Nadir_Reflectance_Band2_doy2012220_aid0001,Nadir_Reflectance_Band2,aid0001,2012-08-07,254215.0,0.0,0.7956,"(0.0,0.7956)",0.3154172,0.0868995,0.0075515,0.3729,0.523,0.3301,0.1227,0.2728
MCD43A4_061_Nadir_Reflectance_Band2_doy2012221_aid0001,Nadir_Reflectance_Band2,aid0001,2012-08-08,254675.0,0.0,0.7934,"(0.0,0.7934)",0.3137172,0.0869107,0.0075535,0.3714,0.5219,0.3286,0.1204,0.271
MCD43A4_061_Nadir_Reflectance_Band2_doy2012222_aid0001,Nadir_Reflectance_Band2,aid0001,2012-08-09,254474.0,0.0,0.8164,"(0.0,0.8164)",0.3132476,0.0868433,0.0075418,0.3709,0.5219,0.3277,0.1192,0.2702
MCD43A4_061_Nadir_Reflectance_Band2_doy2012223_aid0001,Nadir_Reflectance_Band2,aid0001,2012-08-10,255787.0,0.0,0.882,"(0.0,0.882)",0.3125949,0.0878153,0.0077115,0.3709,0.524,0.327,0.1152,0.2686
MCD43A4_061_Nadir_Reflectance_Band2_doy2012224_aid0001,Nadir_Reflectance_Band2,aid0001,2012-08-11,256568.0,0.0,0.896,"(0.0,0.896)",0.3099057,0.0880794,0.007758,0.3684,0.5226,0.3244,0.1114,0.2656
MCD43A4_061_Nadir_Reflectance_Band2_doy2012225_aid0001,Nadir_Reflectance_Band2,aid0001,2012-08-12,258061.0,0.0,0.8849,"(0.0,0.8849)",0.3096289,0.0881089,0.0077632,0.3685,0.5243,0.324,0.1088,0.2646
MCD43A4_061_Nadir_Reflectance_Band2_doy2012226_aid0001,Nadir_Reflectance_Band2,aid0001,2012-08-13,258174.0,0.0,0.8815,"(0.0,0.8815)",0.3072552,0.0873789,0.0076351,0.3657,0.52,0.3217,0.1085,0.2628
MCD43A4_061_Nadir_Reflectance_Band2_doy2012227_aid0001,Nadir_Reflectance_Band2,aid0001,2012-08-14,258393.0,0.0,0.8781,"(0.0,0.8781)",0.306618,0.0869092,0.0075532,0.3649,0.5194,0.3208,0.1074,0.2619
MCD43A4_061_Nadir_Reflectance_Band2_doy2012228_aid0001,Nadir_Reflectance_Band2,aid0001,2012-08-15,258398.0,0.0,0.8717,"(0.0,0.8717)",0.3053058,0.0868926,0.0075503,0.3637,0.5185,0.3196,0.1055,0.2604
MCD43A4_061_Nadir_Reflectance_Band2_doy2012229_aid0001,Nadir_Reflectance_Band2,aid0001,2012-08-16,258207.0,0.0,0.8689,"(0.0,0.8689)",0.3045401,0.0864264,0.0074695,0.3626,0.5165,0.3188,0.1061,0.26
MCD43A4_061_Nadir_Reflectance_Band2_doy2012230_aid0001,Nadir_Reflectance_Band2,aid0001,2012-08-17,258007.0,0.0,0.8701,"(0.0,0.8701)",0.3033859,0.086138,0.0074198,0.3615,0.5155,0.3174,0.1043,0.2586
MCD43A4_061_Nadir_Reflectance_Band2_doy2012231_aid0001,Nadir_Reflectance_Band2,aid0001,2012-08-18,257953.0,0.0,0.8713,"(0.0,0.8713)",0.3025329,0.0861836,0.0074276,0.3605,0.5143,0.3164,0.1035,0.2577
MCD43A4_061_Nadir_Reflectance_Band2_doy2012232_aid0001,Nadir_Reflectance_Band2,aid0001,2012-08-19,257668.0,0.0,0.8529,"(0.0,0.8529)",0.3010321,0.0853492,0.0072845,0.3589,0.5123,0.315,0.1032,0.2566
MCD43A4_061_Nadir_Reflectance_Band2_doy2012233_aid0001,Nadir_Reflectance_Band2,aid0001,2012-08-20,257515.0,0.0,0.849,"(0.0,0.849)",0.2979224,0.0861543,0.0074226,0.3563,0.512,0.3118,0.0968,0.2525
MCD43A4_061_Nadir_Reflectance_Band2_doy2012234_aid0001,Nadir_Reflectance_Band2,aid0001,2012-08-21,257781.0,0.0,0.845,"(0.0,0.845)",0.2973565,0.0854944,0.0073093,0.3554,0.5098,0.3111,0.0974,0.2522
MCD43A4_061_Nadir_Reflectance_Band2_doy2012235_aid0001,Nadir_Reflectance_Band2,aid0001,2012-08-22,257545.0,0.0,0.8192,"(0.0,0.8192)",0.2952084,0.0858583,0.0073717,0.3537,0.5095,0.3093,0.0937,0.2497
MCD43A4_061_Nadir_Reflectance_Band2_doy2012236_aid0001,Nadir_Reflectance_Band2,aid0001,2012-08-23,257725.0,0.0,0.8168,"(0.0,0.8168)",0.2948151,0.0852357,0.0072651,0.3528,0.5076,0.3085,0.0948,0.2496
MCD43A4_061_Nadir_Reflectance_Band2_doy2012237_aid0001,Nadir_Reflectance_Band2,aid0001,2012-08-24,257406.0,0.0,0.8145,"(0.0,0.8145)",0.2931459,0.0849939,0.007224,0.3508,0.5051,0.3066,0.0936,0.2479
MCD43A4_061_Nadir_Reflectance_Band2_doy2012238_aid0001,Nadir_Reflectance_Band2,aid0001,2012-08-25,257230.0,0.0,0.8121,"(0.0,0.8121)",0.2921678,0.0850039,0.0072257,0.3499,0.5047,0.3057,0.0919,0.2467
MCD43A4_061_Nadir_Reflectance_Band2_doy2012239_aid0001,Nadir_Reflectance_Band2,aid0001,2012-08-26,256621.0,0.0,0.8097,"(0.0,0.8097)",0.2910623,0.0845405,0.0071471,0.3484,0.5019,0.3045,0.0922,0.2459
MCD43A4_061_Nadir_Reflectance_Band2_doy2012240_aid0001,Nadir_Reflectance_Band2,aid0001,2012-08-27,255664.0,0.0,0.8442,"(0.0,0.8442)",0.2902847,0.0840417,0.007063,0.3474,0.5009,0.3035,0.0912,0.2449
MCD43A4_061_Nadir_Reflectance_Band2_doy2012241_aid0001,Nadir_Reflectance_Band2,aid0001,2012-08-28,251632.0,0.0,0.7477,"(0.0,0.7477)",0.2905372,0.083284,0.0069362,0.3471,0.4974,0.3038,0.0964,0.2468
MCD43A4_061_Nadir_Reflectance_Band2_doy2012242_aid0001,Nadir_Reflectance_Band2,aid0001,2012-08-29,249755.0,0.0,0.7428,"(0.0,0.7428)",0.2896402,0.0836773,0.0070019,0.3468,0.5004,0.3023,0.0908,0.2444
MCD43A4_061_Nadir_Reflectance_Band2_doy2012243_aid0001,Nadir_Reflectance_Band2,aid0001,2012-08-30,250869.0,0.0,0.831,"(0.0,0.831)",0.2889513,0.0839574,0.0070488,0.3463,0.5005,0.3014,0.0893,0.2435
MCD43A4_061_Nadir_Reflectance_Band2_doy2012244_aid0001,Nadir_Reflectance_Band2,aid0001,2012-08-31,250150.0,0.0,0.8249,"(0.0,0.8249)",0.2874856,0.0844968,0.0071397,0.3454,0.5015,0.3,0.0852,0.2413
MCD43A4_061_Nadir_Reflectance_Band2_doy2012245_aid0001,Nadir_Reflectance_Band2,aid0001,2012-09-01,250204.0,0.0,0.8188,"(0.0,0.8188)",0.2859521,0.0847339,0.0071798,0.3441,0.5004,0.2987,0.0831,0.2397
MCD43A4_061_Nadir_Reflectance_Band2_doy2012246_aid0001,Nadir_Reflectance_Band2,aid0001,2012-09-02,250748.0,0.0,0.8125,"(0.0,0.8125)",0.2851029,0.0848157,0.0071937,0.3436,0.5008,0.2982,0.0809,0.2385
MCD43A4_061_Nadir_Reflectance_Band2_doy2012247_aid0001,Nadir_Reflectance_Band2,aid0001,2012-09-03,251442.0,0.0,0.8062,"(0.0,0.8062)",0.283424,0.0849051,0.0072089,0.3423,0.5,0.2967,0.0783,0.2367
MCD43A4_061_Nadir_Reflectance_Band2_doy2012248_aid0001,Nadir_Reflectance_Band2,aid0001,2012-09-04,251910.0,0.0,0.7999,"(0.0,0.7999)",0.2824906,0.0844648,0.0071343,0.3413,0.4999,0.2955,0.0768,0.2355
MCD43A4_061_Nadir_Reflectance_Band2_doy2012249_aid0001,Nadir_Reflectance_Band2,aid0001,2012-09-05,250757.0,0.0,0.79,"(0.0,0.79)",0.2826644,0.0844434,0.0071307,0.3423,0.5032,0.2955,0.0726,0.2344
MCD43A4_061_Nadir_Reflectance_Band2_doy2012250_aid0001,Nadir_Reflectance_Band2,aid0001,2012-09-06,251087.0,0.0,0.7859,"(0.0,0.7859)",0.2818492,0.0841563,0.0070823,0.3413,0.5027,0.2944,0.0721,0.2336
MCD43A4_061_Nadir_Reflectance_Band2_doy2012251_aid0001,Nadir_Reflectance_Band2,aid0001,2012-09-07,252276.0,0.0,0.7683,"(0.0,0.7683)",0.2787969,0.0860153,0.0073986,0.3394,0.5042,0.2914,0.0642,0.2293
MCD43A4_061_Nadir_Reflectance_Band2_doy2012252_aid0001,Nadir_Reflectance_Band2,aid0001,2012-09-08,253519.0,0.0,0.7207,"(0.0,0.7207)",0.2780844,0.0858813,0.0073756,0.3385,0.5031,0.2904,0.064,0.2287
MCD43A4_061_Nadir_Reflectance_Band2_doy2012253_aid0001,Nadir_Reflectance_Band2,aid0001,2012-09-09,254450.0,0.0,0.7289,"(0.0,0.7289)",0.276558,0.0866578,0.0075096,0.3375,0.5034,0.2891,0.0611,0.2269
MCD43A4_061_Nadir_Reflectance_Band2_doy2012254_aid0001,Nadir_Reflectance_Band2,aid0001,2012-09-10,254735.0,0.0,0.7972,"(0.0,0.7972)",0.275227,0.0868962,0.0075509,0.3365,0.5021,0.2879,0.0583,0.2252
MCD43A4_061_Nadir_Reflectance_Band2_doy2012255_aid0001,Nadir_Reflectance_Band2,aid0001,2012-09-11,254649.0,0.0,0.7924,"(0.0,0.7924)",0.2743837,0.0864243,0.0074692,0.3353,0.5013,0.2868,0.0583,0.2245
MCD43A4_061_Nadir_Reflectance_Band2_doy2012256_aid0001,Nadir_Reflectance_Band2,aid0001,2012-09-12,252700.0,0.0,0.8448,"(0.0,0.8448)",0.2740536,0.0862465,0.0074385,0.3343,0.4987,0.2862,0.0601,0.2246
MCD43A4_061_Nadir_Reflectance_Band2_doy2012257_aid0001,Nadir_Reflectance_Band2,aid0001,2012-09-13,250913.0,0.0,0.9025,"(0.0,0.9025)",0.2746762,0.0863745,0.0074605,0.3345,0.4986,0.2865,0.061,0.2251
MCD43A4_061_Nadir_Reflectance_Band2_doy2012258_aid0001,Nadir_Reflectance_Band2,aid0001,2012-09-14,250969.0,0.0,0.8992,"(0.0,0.8992)",0.2729919,0.086919,0.0075549,0.3332,0.4983,0.2849,0.0577,0.223
MCD43A4_061_Nadir_Reflectance_Band2_doy2012259_aid0001,Nadir_Reflectance_Band2,aid0001,2012-09-15,253299.0,0.0,0.8284,"(0.0,0.8284)",0.2714375,0.0863709,0.0074599,0.3316,0.4966,0.2831,0.0561,0.2214
MCD43A4_061_Nadir_Reflectance_Band2_doy2012260_aid0001,Nadir_Reflectance_Band2,aid0001,2012-09-16,253835.0,0.0,0.8248,"(0.0,0.8248)",0.2692639,0.0866248,0.0075039,0.3299,0.4964,0.2811,0.0524,0.2189
MCD43A4_061_Nadir_Reflectance_Band2_doy2012261_aid0001,Nadir_Reflectance_Band2,aid0001,2012-09-17,252812.0,0.0,0.8704,"(0.0,0.8704)",0.2682906,0.0867098,0.0075186,0.329,0.4955,0.28,0.051,0.2178
